SimulationID,Re,n,C_D,C_Df,C_Dp,shear_rate_max,pressure_diff
127,0.885866790410083,0.4,39.1369695429821,,,48.9431877136231,13.1518602371216
128,1.27427498570313,0.4,27.2339546956337,,,49.0512809753418,9.19210624694824
129,1.83298071083244,0.4,18.9699781516556,,,49.229663848877,6.45287704467773
130,2.63665089873036,0.4,13.2393714227952,,,49.5176162719727,4.57166385650635
131,3.79269019073225,0.4,9.27310800994886,,,50.0539627075195,3.30558276176453
132,5.45559478116852,0.4,6.51646545474546,,,50.6902694702148,2.43485951423645
133,7.84759970351461,0.4,4.63196652289475,,,52.2227630615234,1.88202261924744
134,11.2883789168469,0.4,3.32943228271432,,,54.7086524963379,1.51122713088989
135,16.2377673918872,0.4,2.4046962267268,,,57.7922782897949,1.26070916652679
136,23.3572146909012,0.4,1.77284600969379,,,63.0066070556641,1.10446929931641
137,33.5981828628378,0.4,1.3173903991884,,,75.7961730957031,1.00501501560211
138,48.3293023857175,0.4,0.985436478043227,,,84.8572158813477,0.938516974449158
139,69.5192796177561,0.4,0.746907781732541,,,83.2256622314453,0.888293862342835
140,100,0.4,0.583321965024967,,,100.695388793945,0.8672114610672
141,0.1,0.3,340.786928813526,,,88.1875610351563,123.697509765625
142,0.143844988828766,0.3,236.914572342638,,,65.398078918457,87.4682006835937
143,0.206913808111479,0.3,164.70425578846,,,65.4118194580078,60.7982864379883
144,0.297635144163132,0.3,114.50560007802,,,65.4319763183594,42.2598419189453
145,0.428133239871939,0.3,79.6099136895475,,,65.4618148803711,29.3753261566162
146,0.615848211066026,0.3,55.353628294646,,,65.5065765380859,20.422794342041
147,0.885866790410083,0.3,38.4950174434012,,,65.5746231079102,14.2057123184204
148,1.27427498570313,0.3,26.780910600826,,,65.6797332763672,9.92517948150635
149,1.83298071083244,0.3,18.6453962874744,,,65.8460464477539,6.97105979919434
150,2.63665089873036,0.3,13.0001220729022,,,66.1167831420898,4.9481840133667
151,3.79269019073225,0.3,9.08793568999985,,,66.5723342895508,3.57700419425964
152,5.45559478116852,0.3,6.36448648972769,,,66.9929656982422,2.62377166748047
153,7.84759970351461,0.3,4.49457124362238,,,68.2978973388672,2.01666164398193
154,11.2883789168469,0.3,3.19806451944672,,,70.4272003173828,1.61088645458221
155,16.2377673918872,0.3,2.26631800652589,,,72.0430526733398,1.31158709526062
156,23.3572146909012,0.3,1.64268273103552,,,77.1020126342773,1.13627898693085
157,33.5981828628378,0.3,1.19730099180807,,,85.3643341064453,1.02374470233917
158,48.3293023857175,0.3,0.88090351142047,,,93.5455932617188,0.94730806350708
159,69.5192796177561,0.3,0.66398169018394,,,91.4688339233399,0.905521273612976
160,100,0.3,0.523528089525115,,,106.468315124512,0.893556356430054
,,,321.876293810571,,,,
,,,224.04065377341,,,,
,,,155.75330284812,,,,
,,,108.281719977697,,,,
,,,75.2818516206274,,,,
,,,52.3428725911044,,,,
,,,36.3996598570259,,,,
,,,25.321052336019,,,,
,,,17.6257860600505,,,,
,,,12.2837669472851,,,,
,,,8.57778170865263,,,,
,,,5.99813218256286,,,,
,,,4.21853545680288,,,,
,,,2.98393873225043,,,,
,,,2.05076873751858,,,,
,,,1.49941272450374,,,,
,,,1.08034375370779,,,,
,,,0.825117794007443,,,,
,,,0.641114307960496,,,,
,,,0.648524562110855,,,,
