SimulationID,Re,n,CD,shear_rate_max,pressure_diff
1,0.1,1,245.705249889087,10.5647201538086,63.9141464233398
2,0.143844988828766,1,171.527620356589,10.6135034561157,44.6407318115234
3,0.206913808111479,1,120.095462907606,10.6987419128418,31.277681350708
4,0.297635144163132,1,84.4214884755808,10.8267250061035,22.0095825195312
5,0.428133239871939,1,59.6416495263633,11.0138025283813,15.5728149414063
6,0.615848211066026,1,42.3916142813177,11.2753076553345,11.0935287475586
7,0.885866790410083,1,30.3508807518526,11.6303358078003,7.9691915512085
8,1.27427498570313,1,21.917542976592,12.1020107269287,5.78408336639404
9,1.83298071083244,1,15.9845446361796,12.7170906066895,4.25113916397095
10,2.63665089873036,1,11.7866611247923,13.5053014755249,3.1721019744873
11,3.79269019073225,1,8.79522301162341,14.874267578125,2.41004991531372
12,5.45559478116852,1,6.64530201779812,16.5996990203857,1.89790844917297
13,7.84759970351461,1,5.08508955855419,18.7477073669434,1.56577837467194
14,11.2883789168469,1,3.93960686973775,21.3905353546143,1.33452486991882
15,16.2377673918872,1,3.0918788878949,24.6498279571533,1.17490649223328
16,23.3572146909012,1,2.45498154930657,28.6083011627197,1.06080913543701
17,33.5981828628378,1,1.97160888854331,33.3962440490723,0.982767820358276
18,48.3293023857175,1,1.60054868802114,35.6187133789062,0.928630828857422
19,69.5192796177561,1,1.31235855650761,42.0318641662598,0.887964963912964
20,100,1,1.08547745555216,49.2795181274414,0.853308796882629
21,0.1,0.9,264.539271522156,12.5195722579956,70.0956726074219
22,0.143844988828766,0.9,184.349985456651,12.5539627075195,48.8676147460938
23,0.206913808111479,0.9,128.715225870527,12.6207895278931,34.140811920166
24,0.297635144163132,0.9,90.1275013093951,12.7342185974121,23.9279041290283
25,0.428133239871939,0.9,63.3498680271572,12.9019556045532,16.842700958252
26,0.615848211066026,0.9,44.7444361825129,13.1450719833374,11.9223737716675
27,0.885866790410083,0.9,31.795095995613,13.4852333068848,8.50112533569336
28,1.27427498570313,0.9,22.7624520060828,13.9497804641724,6.11881637573242
29,1.83298071083244,0.9,16.4425136215463,14.5715236663818,4.45704984664917
30,2.63665089873036,0.9,12.0013624162628,15.3876523971558,3.29545736312866
31,3.79269019073225,0.9,8.8619000201021,16.6482563018799,2.48158764839172
32,5.45559478116852,0.9,6.62558208372926,18.5552463531494,1.93396162986755
33,7.84759970351461,0.9,5.01782940636401,20.9606742858887,1.58362936973572
34,11.2883789168469,0.9,3.84974416914943,23.9639530181885,1.34225583076477
35,16.2377673918872,0.9,2.99133116104717,27.6812324523926,1.17660975456238
36,23.3572146909012,0.9,2.35289829556788,32.2439880371094,1.05994725227356
37,33.5981828628378,0.9,1.87221726320219,37.7894821166992,0.981406807899475
38,48.3293023857175,0.9,1.50591388561916,44.4328117370606,0.927931070327759
39,69.5192796177561,0.9,1.22329799683247,47.3505821228027,0.887138187885284
40,100,0.9,1.00229162313643,55.3644943237305,0.851646423339844
41,0.1,0.8,281.196076452039,15.103515625,76.302116394043
42,0.143844988828766,0.8,195.745155979186,15.1333246231079,53.1330108642578
43,0.206913808111479,0.8,136.420023617728,15.1824169158936,37.0490188598633
44,0.297635144163132,0.8,95.254309834872,15.274245262146,25.89013671875
45,0.428133239871939,0.8,66.6930003673729,15.4261751174927,18.1506385803223
46,0.615848211066026,0.8,46.867254999389,15.6485843658447,12.781699180603
47,0.885866790410083,0.8,33.092949807227,15.9702053070068,9.05575561523438
48,1.27427498570313,0.8,23.5115803175814,16.422571182251,6.46931457519531
49,1.83298071083244,0.8,16.8351756041845,17.0454921722412,4.67331218719482
50,2.63665089873036,0.8,12.1696184756205,17.8854579925537,3.42548131942749
51,3.79269019073225,0.8,8.89458662569454,18.9937515258789,2.55760979652405
52,5.45559478116852,0.8,6.58070548273553,21.0248889923096,1.9757068157196
53,7.84759970351461,0.8,4.93192393428073,23.7374858856201,1.60531425476074
54,11.2883789168469,0.8,3.74497947292953,27.16481590271,1.3517632484436
55,16.2377673918872,0.8,2.88058987840428,31.4466571807861,1.18021976947784
56,23.3572146909012,0.8,2.24321380174713,36.7331581115723,1.06018495559692
57,33.5981828628378,0.8,1.76695600355985,43.1590309143066,0.980758488178253
58,48.3293023857175,0.8,1.40641785463537,50.7825126647949,0.927657842636108
59,69.5192796177561,0.8,1.13007394384605,59.4820022583008,0.886077165603638
60,100,0.8,0.916149328497828,61.7128639221191,0.850746631622314
61,0.1,0.7,294.701753565053,18.5941410064697,82.3397369384766
62,0.143844988828766,0.7,205.018129025743,18.6178741455078,57.2979202270508
63,0.206913808111479,0.7,142.720993279527,18.6609592437744,39.9045791625977
64,0.297635144163132,0.7,99.4677676123705,18.7313804626465,27.8323211669922
65,0.428133239871939,0.7,69.4487923985604,18.8585414886475,19.4534873962402
66,0.615848211066026,0.7,48.6161157225391,19.0645351409912,13.6439161300659
67,0.885866790410083,0.7,34.1548137621825,19.3647174835205,9.63066577911377
68,1.27427498570313,0.7,24.1111844699044,19.8001537322998,6.83563709259033
69,1.83298071083244,0.7,17.1312114377727,20.4175853729248,4.90094137191772
70,2.63665089873036,0.7,12.2736370534672,21.2747230529785,3.56351613998413
71,3.79269019073225,0.7,8.88332354868182,22.4375648498535,2.63934278488159
72,5.45559478116852,0.7,6.50512598336005,24.1801586151123,2.02552127838135
73,7.84759970351461,0.7,4.82436829697877,27.257345199585,1.63197767734528
74,11.2883789168469,0.7,3.62488242611193,31.1921577453613,1.36449790000916
75,16.2377673918872,0.7,2.7588910962394,36.1446304321289,1.18573701381683
