x,Curve05
1,-1.27e-05
1.01238,0.0094511
1.02475,0.0211374
1.03713,0.0303003
1.0495,0.0402295
1.06188,0.0496206
1.07426,0.0566575
1.08663,0.0613824
1.09901,0.0637571
1.11139,0.0644874
1.12376,0.0640735
1.13614,0.0628143
1.14851,0.0608198
1.16089,0.0586381
1.17327,0.0564488
1.18564,0.0542324
1.19802,0.0518092
1.2104,0.0499777
1.22277,0.048034
1.23515,0.0459864
1.24752,0.0443179
1.2599,0.0427782
1.27228,0.0412704
1.28465,0.0398217
1.29703,0.0386339
1.30941,0.0374553
1.32178,0.0363256
1.33416,0.0353045
1.34653,0.0344241
1.35891,0.0336224
1.37129,0.0328879
1.38366,0.0322761
1.39604,0.0317402
1.40842,0.0311963
1.42079,0.030627
1.43317,0.0301116
1.44554,0.029669
1.45792,0.0292855
1.4703,0.0289449
1.48267,0.0286306
1.49505,0.028334
1.50743,0.0280506
1.5198,0.0277776
1.53218,0.0275137
1.54455,0.0272579
1.55693,0.0270103
1.56931,0.0267728
1.58168,0.026547
1.59406,0.0263316
1.60644,0.0261217
1.61881,0.0259121
1.63119,0.0257013
1.64356,0.0254896
1.65594,0.0252771
1.66832,0.0250639
1.68069,0.02485
1.69307,0.0246352
1.70545,0.0244187
1.71782,0.0241979
1.7302,0.0239689
1.74257,0.0237285
1.75495,0.0234756
1.76733,0.0232107
1.7797,0.022936
1.79208,0.0226556
1.80446,0.0223738
1.81683,0.0220932
1.82921,0.0218154
1.84158,0.0215411
1.85396,0.0212697
1.86634,0.0209995
1.87871,0.0207288
1.89109,0.0204557
1.90347,0.0201765
1.91584,0.0198812
1.92822,0.0195511
1.94059,0.0192075
1.95297,0.0188975
1.96535,0.0185952
1.97772,0.0182884
1.9901,0.0179844
2.00248,0.0176917
2.01485,0.0174116
2.02723,0.0171418
2.0396,0.0168787
2.05198,0.0166207
2.06436,0.0163672
2.07673,0.0161181
2.08911,0.0158745
2.10149,0.015638
2.11386,0.015409
2.12624,0.0151857
2.13861,0.014965
2.15099,0.0147454
2.16337,0.014527
2.17574,0.0143101
2.18812,0.0140954
2.20049,0.0138835
2.21287,0.0136754
2.22525,0.0134713
2.23762,0.0132708
2.25,0.013073
2.26238,0.0128762
2.27475,0.0126811
2.28713,0.0124911
2.2995,0.0123077
2.31188,0.0121299
2.32426,0.0119552
2.33663,0.011782
2.34901,0.0116091
2.36139,0.0114353
2.37376,0.0112608
2.38614,0.0110912
2.39851,0.0109331
2.41089,0.0107891
2.42327,0.0106576
2.43564,0.0105344
2.44802,0.0104164
2.4604,0.0103018
2.47277,0.0101896
2.48515,0.0100786
2.49752,0.0099682
2.5099,0.0098593
2.52228,0.0097538
2.53465,0.0096541
2.54703,0.0095621
2.55941,0.0094792
2.57178,0.0094056
2.58416,0.0093399
2.59653,0.0092808
2.60891,0.0092273
2.62129,0.0091785
2.63366,0.0091337
2.64604,0.0090929
2.65842,0.0090592
2.67079,0.0090363
2.68317,0.0090258
2.69554,0.0090272
2.70792,0.0090389
2.7203,0.0090595
2.73267,0.0090874
2.74505,0.009121
2.75743,0.0091588
2.7698,0.0091995
2.78218,0.0092422
2.79455,0.0092865
2.80693,0.0093317
2.81931,0.0093775
2.83168,0.0094235
2.84406,0.0094691
2.85644,0.0095138
2.86881,0.0095567
2.88119,0.0095968
2.89356,0.0096317
2.90594,0.0096582
2.91832,0.0096701
2.93069,0.0096547
2.94307,0.0095836
2.95545,0.0094144
2.96782,0.0091203
2.9802,0.0086468
2.99257,0.0075622
3.00495,0.005691
3.01733,0.0031223
3.0297,0.0004996
