x,Curve11
0.00111,-7.4e-06
0.01857,0.0092117
0.03602,0.0147918
0.05348,0.0174491
0.07094,0.0187576
0.08839,0.0194995
0.10585,0.0200302
0.12331,0.0203601
0.14076,0.0206389
0.15822,0.0209047
0.17568,0.021169
0.19313,0.0214395
0.21059,0.0217258
0.22805,0.0220445
0.2455,0.0224096
0.26296,0.0228281
0.28042,0.023281
0.29787,0.0237687
0.31533,0.0243386
0.33279,0.0250739
0.35024,0.0259691
0.3677,0.0269272
0.38516,0.0278959
0.40261,0.0288552
0.42007,0.0298005
0.43753,0.0307343
0.45498,0.0316551
0.47244,0.0325586
0.4899,0.0334783
0.50736,0.0344775
0.52481,0.0355229
0.54227,0.0365657
0.55973,0.0375743
0.57718,0.0385796
0.59464,0.039665
0.6121,0.0408117
0.62955,0.0419758
0.64701,0.0431417
0.66447,0.0442825
0.68192,0.0453957
0.69938,0.0465712
0.71684,0.0478041
0.73429,0.0489743
0.75175,0.0499687
0.76921,0.0510424
0.78666,0.0521889
0.80412,0.0531405
0.82158,0.053909
0.83903,0.0545771
0.85649,0.0551873
0.87395,0.055739
0.8914,0.0562138
0.90886,0.0565912
0.92632,0.0568465
0.94377,0.0569742
0.96123,0.0569736
0.97869,0.0568308
0.99614,0.0565143
1.0136,0.056018
1.03106,0.0554081
1.04851,0.0547459
1.06597,0.0539363
1.08343,0.0531337
1.10088,0.0523388
1.11834,0.0513485
1.1358,0.050354
1.15325,0.0493231
1.17071,0.0479913
1.18817,0.046553
1.20562,0.0449351
1.22308,0.0433007
1.24054,0.0418074
1.25799,0.0403748
1.27545,0.0389148
1.29291,0.0375328
1.31036,0.036365
1.32782,0.0351976
1.34528,0.0339333
1.36273,0.0328495
1.38019,0.0318483
1.39765,0.0307361
1.4151,0.0296192
1.43256,0.0286799
1.45002,0.0278148
1.46747,0.0269714
1.48493,0.0261451
1.50239,0.0253433
1.51984,0.0245998
1.5373,0.0239514
1.55476,0.0232945
1.57221,0.0227144
1.58967,0.0222158
1.60713,0.021758
1.62459,0.0213216
1.64204,0.0209029
1.6595,0.0205015
1.67696,0.0201178
1.69441,0.0197522
1.71187,0.0194037
1.72933,0.019072
1.74678,0.0187584
1.76424,0.0184659
1.7817,0.0181993
1.79915,0.0179586
1.81661,0.0177379
1.83407,0.0175284
1.85152,0.0173236
1.86898,0.0171215
1.88644,0.0169218
1.90389,0.0167247
1.92135,0.0165301
1.93881,0.0163384
1.95626,0.0161496
1.97372,0.0159634
1.99118,0.0157788
2.00863,0.015595
2.02609,0.0154109
2.04355,0.0152248
2.061,0.0150339
2.07846,0.014837
2.09592,0.0146358
2.11337,0.0144342
2.13083,0.014234
2.14829,0.0140329
2.16574,0.0138293
2.1832,0.013622
2.20066,0.0134106
2.21811,0.0131954
2.23557,0.0129784
2.25303,0.0127614
2.27048,0.0125461
2.28794,0.0123336
2.3054,0.0121247
2.32285,0.0119204
2.34031,0.0117213
2.35777,0.0115275
2.37522,0.0113389
2.39268,0.0111558
2.41014,0.0109784
2.42759,0.0108069
2.44505,0.0106416
2.46251,0.0104831
2.47996,0.010332
2.49742,0.0101888
2.51488,0.0100544
2.53233,0.0099293
2.54979,0.0098144
2.56725,0.0097104
2.5847,0.0096181
2.60216,0.0095381
2.61962,0.0094714
2.63707,0.0094176
2.65453,0.0093761
2.67199,0.0093466
2.68944,0.009329
2.7069,0.0093236
2.72436,0.0093312
2.74182,0.0093537
2.75927,0.0093948
2.77673,0.0094571
2.79419,0.00954
2.81164,0.0096381
2.8291,0.0097432
2.84656,0.0098436
2.86401,0.0099276
2.88147,0.009981
2.89893,0.0099798
2.91638,0.0098795
2.93384,0.0096335
2.9513,0.0091801
2.96875,0.0083542
2.98621,0.0066362
3.00367,0.0041977
3.02112,0.0008142
