x,Curve17
0.00096,-2.6e-06
0.01844,0.0207915
0.03593,0.0336439
0.05341,0.038154
0.07089,0.0399914
0.08838,0.0404822
0.10586,0.0404843
0.12334,0.0403224
0.14083,0.0401111
0.15831,0.0399076
0.17579,0.0397424
0.19328,0.0396377
0.21076,0.0396142
0.22824,0.0396816
0.24573,0.0398297
0.26321,0.0400502
0.28069,0.0403383
0.29818,0.0406938
0.31566,0.0411225
0.33314,0.0416362
0.35062,0.0422424
0.36811,0.0429266
0.38559,0.0436474
0.40307,0.0443587
0.42056,0.0450282
0.43804,0.0456589
0.45552,0.0462604
0.47301,0.046833
0.49049,0.0473696
0.50797,0.0478667
0.52546,0.048335
0.54294,0.048786
0.56042,0.049216
0.57791,0.0496156
0.59539,0.049971
0.61287,0.0502881
0.63036,0.0505914
0.64784,0.0508264
0.66532,0.0509203
0.68281,0.0509197
0.70029,0.0508706
0.71777,0.0507914
0.73525,0.0506872
0.75274,0.0505547
0.77022,0.0503759
0.7877,0.0501153
0.80519,0.0497724
0.82267,0.0493989
0.84015,0.0490031
0.85764,0.048579
0.87512,0.048124
0.8926,0.0476587
0.91009,0.0471979
0.92757,0.0466961
0.94505,0.0461207
0.96254,0.0454912
0.98002,0.0448455
0.9975,0.0442105
1.01499,0.0435957
1.03247,0.0429847
1.04995,0.0423469
1.06743,0.0416624
1.08492,0.0410591
1.1024,0.0405042
1.11988,0.0395551
1.13737,0.0388181
1.15485,0.0383059
1.17233,0.0375769
1.18982,0.0366054
1.2073,0.0357561
1.22478,0.0349592
1.24227,0.0341645
1.25975,0.0333113
1.27723,0.032381
1.29472,0.0315028
1.3122,0.0306738
1.32968,0.02988
1.34717,0.0291387
1.36465,0.0284452
1.38213,0.0277573
1.39962,0.0270648
1.4171,0.0263665
1.43458,0.0256579
1.45206,0.0249393
1.46955,0.0242442
1.48703,0.0235988
1.50451,0.0229852
1.522,0.0223893
1.53948,0.0218105
1.55696,0.0212882
1.57445,0.0208175
1.59193,0.0203649
1.60941,0.0199219
1.6269,0.0194881
1.64438,0.019067
1.66186,0.0186547
1.67935,0.018245
1.69683,0.0178394
1.71431,0.0174413
1.7318,0.0170541
1.74928,0.0166824
1.76676,0.0163341
1.78424,0.016014
1.80173,0.0157211
1.81921,0.0154504
1.83669,0.0151927
1.85418,0.0149432
1.87166,0.0147029
1.88914,0.0144718
1.90663,0.0142491
1.92411,0.0140335
1.94159,0.0138238
1.95908,0.013619
1.97656,0.0134188
1.99404,0.0132227
2.01153,0.0130308
2.02901,0.012843
2.04649,0.0126596
2.06398,0.0124806
2.08146,0.0123059
2.09894,0.0121352
2.11643,0.011968
2.13391,0.011804
2.15139,0.0116428
2.16887,0.0114841
2.18636,0.0113274
2.20384,0.0111727
2.22132,0.0110212
2.23881,0.0108743
2.25629,0.010733
2.27377,0.0105981
2.29126,0.0104697
2.30874,0.0103477
2.32622,0.0102318
2.34371,0.0101214
2.36119,0.010016
2.37867,0.0099147
2.39616,0.0098174
2.41364,0.0097237
2.43112,0.0096336
2.44861,0.0095471
2.46609,0.0094642
2.48357,0.0093853
2.50105,0.0093106
2.51854,0.0092407
2.53602,0.0091764
2.5535,0.009119
2.57099,0.0090698
2.58847,0.0090306
2.60595,0.0090031
2.62344,0.0089894
2.64092,0.0089911
2.6584,0.0090099
2.67589,0.0090468
2.69337,0.0091018
2.71085,0.0091732
2.72834,0.0092594
2.74582,0.0093589
2.7633,0.0094702
2.78079,0.0095921
2.79827,0.0097231
2.81575,0.0098602
2.83324,0.0099925
2.85072,0.0101005
2.8682,0.010154
2.88568,0.0101188
2.90317,0.0099843
2.92065,0.0097562
2.93813,0.0094214
2.95562,0.008887
2.9731,0.0079826
2.99058,0.0065463
3.00807,0.004447
3.02555,0.0016684
