x,Curve04
1.00322,-1.94e-05
1.01561,0.0003649
1.028,0.0014651
1.04039,0.0026496
1.05278,0.0039111
1.06517,0.0058033
1.07755,0.0077708
1.08994,0.0098313
1.10233,0.0121615
1.11472,0.0145603
1.12711,0.0165979
1.1395,0.0185162
1.15189,0.0203184
1.16427,0.0219399
1.17666,0.0233412
1.18905,0.0245911
1.20144,0.0257912
1.21383,0.026909
1.22622,0.0278529
1.23861,0.0286851
1.25099,0.029454
1.26338,0.0301539
1.27577,0.0307582
1.28816,0.0312671
1.30055,0.031691
1.31294,0.0320436
1.32533,0.0323357
1.33772,0.0325734
1.3501,0.0327599
1.36249,0.0328967
1.37488,0.0329841
1.38727,0.0330228
1.39966,0.0330193
1.41205,0.0329802
1.42444,0.0329101
1.43682,0.0328123
1.44921,0.0326892
1.4616,0.032542
1.47399,0.0323705
1.48638,0.0321712
1.49877,0.0319423
1.51116,0.0317013
1.52355,0.0314671
1.53593,0.0311953
1.54832,0.0308972
1.56071,0.0305849
1.5731,0.0302644
1.58549,0.0299393
1.59788,0.0296109
1.61027,0.0292803
1.62265,0.0289478
1.63504,0.0286136
1.64743,0.028278
1.65982,0.0279409
1.67221,0.0276022
1.6846,0.0272613
1.69699,0.0269164
1.70938,0.0265634
1.72176,0.0262015
1.73415,0.0258438
1.74654,0.0254875
1.75893,0.0251293
1.77132,0.0247665
1.78371,0.0243967
1.7961,0.0240235
1.80848,0.0236529
1.82087,0.0232896
1.83326,0.0229341
1.84565,0.0225865
1.85804,0.0222489
1.87043,0.0219289
1.88282,0.0216293
1.89521,0.0212932
1.90759,0.0209658
1.91998,0.0206631
1.93237,0.0203704
1.94476,0.0200819
1.95715,0.0197959
1.96954,0.0195113
1.98193,0.0192276
1.99431,0.0189445
2.0067,0.0186616
2.01909,0.0183783
2.03148,0.0180943
2.04387,0.0178102
2.05626,0.0175274
2.06865,0.0172506
2.08103,0.0169825
2.09342,0.0167204
2.10581,0.0164599
2.1182,0.0161997
2.13059,0.0159396
2.14298,0.0156811
2.15537,0.0154265
2.16776,0.0151776
2.18014,0.0149326
2.19253,0.0146892
2.20492,0.014445
2.21731,0.0141978
2.2297,0.0139452
2.24209,0.0136904
2.25448,0.0134386
2.26686,0.0131917
2.27925,0.0129505
2.29164,0.0127149
2.30403,0.0124819
2.31642,0.012247
2.32881,0.0120101
2.3412,0.0117775
2.35359,0.0115543
2.36597,0.0113378
2.37836,0.0111226
2.39075,0.0109047
2.40314,0.0106861
2.41553,0.0104709
2.42792,0.0102616
2.44031,0.010056
2.45269,0.009851
2.46508,0.009646
2.47747,0.0094432
2.48986,0.009245
2.50225,0.0090516
2.51464,0.0088596
2.52703,0.0086653
2.53942,0.0084685
2.5518,0.008275
2.56419,0.0080901
2.57658,0.007915
2.58897,0.0077453
2.60136,0.0075769
2.61375,0.0074066
2.62614,0.0072343
2.63852,0.0070602
2.65091,0.0068848
2.6633,0.0067108
2.67569,0.0065414
2.68808,0.0063791
2.70047,0.0062236
2.71286,0.0060733
2.72525,0.0059265
2.73763,0.0057819
2.75002,0.0056376
2.76241,0.0054923
2.7748,0.0053441
2.78719,0.0051924
2.79958,0.005037
2.81197,0.0048778
2.82435,0.0047137
2.83674,0.004541
2.84913,0.0043552
2.86152,0.0041516
2.87391,0.00393
2.8863,0.0036921
2.89869,0.0034369
2.91107,0.0031566
2.92346,0.0028407
2.93585,0.0024951
2.94824,0.002136
2.96063,0.0017527
2.97302,0.0013239
2.98541,0.0008707
2.9978,0.0004648
3.01018,0.0001888
3.02257,1.85e-05
