x,Curve13
0.00175,-0.00025
0.01922,-0.05851
0.0367,-0.07255
0.05418,-0.06923
0.07166,-0.06193
0.08913,-0.05365
0.10661,-0.04564
0.12409,-0.03789
0.14156,-0.03008
0.15904,-0.0219
0.17652,-0.01361
0.194,-0.00568
0.21147,0.00188
0.22895,0.00942
0.24643,0.01724
0.2639,0.02542
0.28138,0.03383
0.29886,0.0423
0.31633,0.05089
0.33381,0.05973
0.35129,0.06891
0.36877,0.07852
0.38624,0.08856
0.40372,0.09881
0.4212,0.10897
0.43867,0.11909
0.45615,0.12935
0.47363,0.13993
0.49111,0.15112
0.50858,0.16286
0.52606,0.17452
0.54354,0.18608
0.56101,0.19826
0.57849,0.21131
0.59597,0.2247
0.61344,0.23828
0.63092,0.25205
0.6484,0.26593
0.66588,0.27996
0.68335,0.29416
0.70083,0.30848
0.71831,0.32278
0.73578,0.33698
0.75326,0.35118
0.77074,0.36551
0.78822,0.38012
0.80569,0.39503
0.82317,0.41005
0.84065,0.42507
0.85812,0.44003
0.8756,0.45486
0.89308,0.4696
0.91055,0.48428
0.92803,0.49902
0.94551,0.51389
0.96299,0.52872
0.98046,0.54339
0.99794,0.55785
1.01542,0.57207
1.03289,0.58612
1.05037,0.60016
1.06785,0.61437
1.08532,0.62866
1.1028,0.6422
1.12028,0.65524
1.13776,0.6687
1.15523,0.68227
1.17271,0.69517
1.19019,0.7076
1.20766,0.72015
1.22514,0.73234
1.24262,0.74393
1.2601,0.7552
1.27757,0.76639
1.29505,0.7775
1.31253,0.7884
1.33,0.79877
1.34748,0.80841
1.36496,0.81758
1.38243,0.82664
1.39991,0.83553
1.41739,0.84384
1.43487,0.85147
1.45234,0.85862
1.46982,0.86545
1.4873,0.87204
1.50477,0.87843
1.52225,0.88468
1.53973,0.89084
1.55721,0.89688
1.57468,0.90276
1.59216,0.90847
1.60964,0.91395
1.62711,0.91917
1.64459,0.92406
1.66207,0.92862
1.67954,0.9329
1.69702,0.93693
1.7145,0.94078
1.73198,0.94448
1.74945,0.94803
1.76693,0.95143
1.78441,0.9547
1.80188,0.95786
1.81936,0.96097
1.83684,0.96407
1.85432,0.9672
1.87179,0.97039
1.88927,0.97357
1.90675,0.9767
1.92422,0.97973
1.9417,0.98263
1.95918,0.98543
1.97665,0.98815
1.99413,0.99081
2.01161,0.99341
2.02909,0.99591
2.04656,0.99832
2.06404,1.00067
2.08152,1.00297
2.09899,1.00525
2.11647,1.0075
2.13395,1.00971
2.15142,1.01188
2.1689,1.014
2.18638,1.01606
2.20386,1.01806
2.22133,1.01998
2.23881,1.02181
2.25629,1.02353
2.27376,1.02513
2.29124,1.02663
2.30872,1.02802
2.3262,1.02932
2.34367,1.03054
2.36115,1.0317
2.37863,1.03282
2.3961,1.03393
2.41358,1.03497
2.43106,1.03585
2.44853,1.0365
2.46601,1.03692
2.48349,1.03714
2.50097,1.03719
2.51844,1.03711
2.53592,1.03688
2.5534,1.0365
2.57087,1.03597
2.58835,1.03526
2.60583,1.03436
2.62331,1.03324
2.64078,1.03185
2.65826,1.03015
2.67574,1.02804
2.69321,1.02545
2.71069,1.0223
2.72817,1.01852
2.74564,1.014
2.76312,1.00861
2.7806,1.00219
2.79808,0.9945
2.81555,0.98522
2.83303,0.97407
2.85051,0.9608
2.86798,0.94565
2.88546,0.92749
2.90294,0.90027
2.92042,0.8695
2.93789,0.82955
2.95537,0.76601
2.97285,0.69077
2.99032,0.57234
3.0078,0.402
3.02528,0.14081
