# Christoph Rapp, Fachgebiet Hydromechanik, Technische Universitaet Muenchen
# Ch. Rapp, Experimentelle Studie der turbulenten Stroemung ueber periodische Huegel, Dissertation, Technische Universitaet Muenchen, 2009
# PIV measurements, Re=10600, 10000 Samples, 570 flow-through-times
# PIV resolution IA/h=0.045
# x/h=2.0
# y/h; u/u_b; v/u_b; u'u'/u_b^2; v'v'/u_b^2; u'v'/u_b^2
0.048426,-0.17332,0.0053382,0.018803,0.00038127,-0.00042497
0.094004,-0.25268,0.010746,0.021661,0.0051977,-0.001802
0.13958,-0.24581,0.013429,0.024124,0.009872,-0.0037101
0.18516,-0.22155,0.01285,0.027685,0.013605,-0.0056824
0.23072,-0.19598,0.01035,0.030567,0.016717,-0.0076889
0.2763,-0.16778,0.0073716,0.033958,0.020011,-0.010033
0.32188,-0.13893,0.0046396,0.037934,0.023169,-0.012478
0.36746,-0.11121,0.0023829,0.041998,0.026409,-0.01499
0.41304,-0.081918,0.00032433,0.046708,0.029419,-0.01724
0.45862,-0.048923,-0.0043821,0.051509,0.031889,-0.019332
0.5042,-0.011576,-0.0097127,0.056022,0.03471,-0.021536
0.54978,0.029537,-0.015516,0.060806,0.037488,-0.023486
0.59534,0.073237,-0.021883,0.065049,0.040121,-0.025769
0.64092,0.11996,-0.026981,0.069395,0.042376,-0.027836
0.6865,0.16997,-0.032092,0.07289,0.044684,-0.029892
0.73208,0.22558,-0.038373,0.076029,0.046424,-0.031691
0.77766,0.28307,-0.045005,0.079509,0.047752,-0.0337
0.82324,0.34501,-0.049593,0.083769,0.049171,-0.035681
0.86882,0.40889,-0.054957,0.087454,0.04909,-0.036839
0.9144,0.47168,-0.059497,0.089311,0.048679,-0.037165
0.95996,0.53502,-0.063836,0.090699,0.04707,-0.037129
1.0055,0.60148,-0.066873,0.089091,0.044928,-0.03557
1.0511,0.66399,-0.06948,0.086031,0.042521,-0.0334
1.0967,0.72306,-0.071147,0.082032,0.039558,-0.03117
1.1423,0.77754,-0.071288,0.077853,0.037018,-0.028487
1.1879,0.82564,-0.068755,0.072194,0.034384,-0.025416
1.242,0.87558,-0.066779,0.057094,0.029883,-0.020114
1.2876,0.90613,-0.06371,0.050606,0.027499,-0.017148
1.3332,0.92994,-0.059618,0.044601,0.025371,-0.014617
1.3787,0.94762,-0.055547,0.039742,0.02385,-0.012371
1.4243,0.96181,-0.051622,0.036442,0.022915,-0.011079
1.4699,0.97235,-0.048103,0.033457,0.022398,-0.010062
1.5155,0.98026,-0.045388,0.031363,0.021886,-0.0094529
1.561,0.98482,-0.04375,0.029698,0.021303,-0.0089385
1.6066,0.99011,-0.041619,0.028571,0.021055,-0.0085661
1.6522,0.99542,-0.039718,0.027579,0.020763,-0.0081817
1.6978,1.0001,-0.038194,0.027029,0.020434,-0.0080692
1.7434,1.0044,-0.03755,0.026392,0.020066,-0.0079999
1.7889,1.0089,-0.036112,0.025977,0.019628,-0.0080335
1.8345,1.0132,-0.034945,0.025413,0.019083,-0.0079916
1.8801,1.0168,-0.033681,0.024639,0.018627,-0.0078013
1.9257,1.0198,-0.032372,0.024534,0.017983,-0.0074458
1.9712,1.0244,-0.030877,0.02395,0.017383,-0.0071602
2.0168,1.0291,-0.029671,0.023452,0.016842,-0.0068583
2.0624,1.0334,-0.028046,0.022827,0.016342,-0.0065854
2.108,1.0366,-0.027176,0.022278,0.015753,-0.0064341
2.1536,1.0401,-0.026617,0.021753,0.015143,-0.0059096
2.1992,1.044,-0.025434,0.020806,0.014271,-0.005351
2.2446,1.0469,-0.02517,0.020304,0.013535,-0.0050457
2.2902,1.05,-0.024968,0.019956,0.012834,-0.004622
2.3358,1.0527,-0.024068,0.019419,0.012041,-0.0042104
2.3814,1.0548,-0.022146,0.018846,0.011435,-0.0040081
2.427,1.0557,-0.020678,0.018375,0.010854,-0.0037639
2.4726,1.057,-0.019049,0.017663,0.010326,-0.0032435
2.5182,1.0583,-0.017748,0.016629,0.0097394,-0.0026357
2.5638,1.058,-0.016368,0.015433,0.0091325,-0.0021561
2.6094,1.0568,-0.014087,0.014707,0.008397,-0.0016334
2.655,1.054,-0.012694,0.014016,0.0077019,-0.0010676
2.7004,1.0492,-0.01117,0.013586,0.007057,-0.00064269
2.746,1.0437,-0.0093727,0.01315,0.0063833,-0.00012353
2.7916,1.0361,-0.007812,0.012945,0.0057119,0.00028029
2.8372,1.0253,-0.0063015,0.012638,0.0048184,0.00081008
2.8828,1.0076,-0.0048855,0.012852,0.003925,0.0011801
2.9284,0.97718,-0.00363,0.014077,0.0031261,0.0015644
2.974,0.91944,-0.0015871,0.018084,0.0022189,0.0017569
