x,Curve10
-0.00024,6.5e-06
0.01726,0.0002168
0.03476,0.0015245
0.05226,0.0033832
0.06976,0.0052344
0.08726,0.0070805
0.10476,0.0088299
0.12226,0.0102251
0.13976,0.0115319
0.15726,0.0127566
0.17476,0.013921
0.19226,0.0149928
0.20976,0.0159555
0.22726,0.0168808
0.24476,0.0178295
0.26226,0.0187702
0.27976,0.0196703
0.29726,0.0205481
0.31476,0.0214493
0.33226,0.0223964
0.34976,0.0233585
0.36726,0.0243157
0.38476,0.0252939
0.40226,0.0263354
0.41976,0.0273232
0.43726,0.0282658
0.45477,0.0293041
0.47227,0.0303816
0.48977,0.0313959
0.50727,0.0323684
0.52477,0.0333981
0.54227,0.0344106
0.55977,0.0353991
0.57727,0.0363707
0.59477,0.0374082
0.61227,0.0384735
0.62977,0.0394318
0.64727,0.040338
0.66477,0.041284
0.68227,0.0422771
0.69977,0.0433216
0.71727,0.0442792
0.73477,0.0451396
0.75227,0.0459623
0.76977,0.0467735
0.78727,0.0475894
0.80477,0.0483955
0.82227,0.049037
0.83977,0.0494654
0.85727,0.0497679
0.87477,0.0500034
0.89227,0.05019
0.90978,0.0503302
0.92728,0.0504138
0.94478,0.0504097
0.96228,0.0502713
0.97978,0.0499639
0.99728,0.0495178
1.01478,0.048963
1.03228,0.0483052
1.04978,0.0475403
1.06728,0.046685
1.08478,0.0457727
1.10228,0.0447787
1.11978,0.0436237
1.13728,0.0424296
1.15478,0.0413802
1.17228,0.0403481
1.18978,0.039036
1.20728,0.037802
1.22478,0.0365281
1.24228,0.0351382
1.25978,0.0338601
1.27728,0.0328199
1.29478,0.0317683
1.31228,0.0307191
1.32978,0.0297305
1.34728,0.0288271
1.36479,0.0279931
1.38229,0.0272481
1.39979,0.0265627
1.41729,0.0259071
1.43479,0.0253463
1.45229,0.0248271
1.46979,0.0243339
1.48729,0.0238703
1.50479,0.0234512
1.52229,0.0230886
1.53979,0.0227781
1.55729,0.0225007
1.57479,0.0222395
1.59229,0.0219828
1.60979,0.0217295
1.62729,0.0214862
1.64479,0.0212544
1.66229,0.0210325
1.67979,0.0208184
1.69729,0.0206093
1.71479,0.0204031
1.73229,0.0201985
1.74979,0.0199946
1.76729,0.0197906
1.78479,0.0195854
1.80229,0.0193776
1.8198,0.0191653
1.8373,0.0189478
1.8548,0.0187254
1.8723,0.0184998
1.8898,0.0182731
1.9073,0.0180469
1.9248,0.017821
1.9423,0.017595
1.9598,0.0173686
1.9773,0.0171415
1.9948,0.0169133
2.0123,0.0166838
2.0298,0.0164525
2.0473,0.0162188
2.0648,0.0159824
2.0823,0.0157432
2.0998,0.015501
2.1173,0.015256
2.1348,0.0150083
2.1523,0.0147582
2.1698,0.0145062
2.1873,0.0142529
2.2048,0.0139988
2.2223,0.0137444
2.2398,0.0134903
2.2573,0.0132369
2.27481,0.0129849
2.29231,0.0127338
2.30981,0.012483
2.32731,0.0122317
2.34481,0.0119792
2.36231,0.0117246
2.37981,0.0114669
2.39731,0.0112056
2.41481,0.0109414
2.43231,0.0106759
2.44981,0.0104101
2.46731,0.0101452
2.48481,0.0098818
2.50231,0.0096202
2.51981,0.0093603
2.53731,0.0091018
2.55481,0.0088446
2.57231,0.0085887
2.58981,0.0083343
2.60731,0.0080815
2.62481,0.0078309
2.64231,0.007583
2.65981,0.0073378
2.67731,0.0070935
2.69481,0.0068472
2.71231,0.0065958
2.72982,0.0063378
2.74732,0.0060736
2.76482,0.0058032
2.78232,0.0055259
2.79982,0.0052404
2.81732,0.0049443
2.83482,0.0046333
2.85232,0.0043018
2.86982,0.0039419
2.88732,0.0035421
2.90482,0.0030878
2.92232,0.0025788
2.93982,0.0020405
2.95732,0.001524
2.97482,0.0010329
2.99232,0.0005202
3.00982,0.0001326
