x,Curve25
-0.02515,0.0005763
0.01642,0.0005125
0.04108,0.0003413
0.09745,0.0004582
0.13345,0.0001857
0.17026,0.0003292
0.18789,-3.42e-05
0.20787,-0.000451
0.2512,-0.0006333
0.2854,-0.0010822
0.40635,-0.0009447
0.51451,-0.0005183
0.72709,-0.0002463
1.03668,-0.0004934
1.27707,-0.0009453
1.45484,-0.0008865
1.63496,-0.000785
1.89887,-0.0007096
2.12811,-0.0016618
2.37947,-0.0021181
2.56589,-0.0022559
2.75229,-0.0022581
2.9387,-0.0021924
3.1251,-0.0021267
3.30405,-0.0019932
3.48299,-0.0017918
3.66193,-0.0015225
3.84832,-0.0013212
4.02727,-0.0011198
4.2062,-0.0008506
4.38515,-0.0006492
4.57154,-0.0004479
4.75049,-0.0003143
4.92943,-0.0001129
5.47559,0.00027
5.87217,0.0004048
6.19906,0.0004622
6.75216,0.0002849
7.06633,-0.0001377
7.30165,-0.0001367
7.63618,0.0010022
7.84473,0.0022271
7.99381,0.0032427
8.13543,0.0043941
8.1975,0.0052478
8.22448,0.0054056
8.2409,0.0059182
8.31425,0.0073084
8.36637,0.0089356
8.41103,0.0105629
8.45569,0.012258
8.47806,0.0134582
8.50007,0.0136807
8.51764,0.0146952
8.54341,0.0159825
8.56889,0.0173039
8.61011,0.0185638
8.64899,0.0183682
8.67836,0.0181542
8.68897,0.0169458
8.70672,0.0152393
8.71859,0.0138106
8.72792,0.0127167
8.74531,0.0122215
8.75482,0.0110627
8.76685,0.0089136
8.77279,0.0074501
8.77516,0.0068519
8.7834,0.0063819
8.81396,0.0058474
8.83043,0.0052491
8.84144,0.0040944
8.84461,0.0031873
8.85221,0.0021567
8.87874,0.0015527
8.90811,0.0012639
8.93162,0.0007296
8.97626,0.0004086
9.03776,0.0003286
